Passenger no.	Pclass	Sex	SibSp	Parch	Embarked	Survived
103		0	1	1	2	2		1	
104		0	0	1	0	0		1	
105		2	1	1	1	0		1	
106		1	1	1	1	2		1	
107		1	0	1	1	2		1	
108		2	1	0	0	0		0	
109		2	1	5	2	2		0	
110		2	0	0	0	2		0	
111		2	1	0	0	1		0	
112		1	1	0	0	2		0	
113		2	1	0	0	2		0	
114		0	0	1	1	0		1	
115		0	1	0	0	2		0	
116		0	0	1	0	0		1	
117		0	1	0	0	0		1	
118		2	1	0	0	2		0	
119		2	1	0	0	0		1	
120		0	1	1	0	2		0	
121		2	1	0	0	2		1	
122		2	1	1	0	2		1	
123		2	0	0	2	2		1	
124		2	1	0	0	2		0	
125		0	0	0	0	0		1	
126		2	1	0	0	2		0	
127		1	0	0	0	2		1	
128		2	1	1	0	2		0	
129		2	1	0	0	2		0	
130		0	1	0	1	0		0	
131		0	0	1	0	0		1	
132		1	1	1	1	2		1	
133		1	1	0	0	2		0	
134		2	1	0	0	2		1	
135		1	1	0	0	2		0	
136		2	1	0	0	2		0	
137		2	1	0	0	2		0	
138		2	0	0	0	1		0	
139		2	1	0	0	2		0	
140		2	0	0	0	1		1	
141		2	1	0	0	2		0	
142		2	1	0	2	2		1	
143		0	1	0	0	2		0	
144		2	1	0	0	2		0	
145		2	1	0	0	2		0	
146		2	1	1	0	2		0	
147		0	0	0	0	0		1	
148		1	0	0	1	2		1	
149		1	0	1	1	2		1	
150		1	0	1	0	0		1	
151		0	1	0	0	0		1	
152		0	1	0	0	2		0	
153		2	1	0	0	2		0	
154		2	1	0	0	2		0	
155		0	1	3	2	2		0	
156		2	1	0	0	1		0	
157		2	0	0	1	2		1	
158		1	1	1	0	0		0	
159		2	0	0	0	2		0	
160		0	1	1	1	2		0	
161		2	1	0	0	1		0	
162		2	1	0	1	2		0	
163		0	0	1	0	0		1	
164		0	1	1	1	0		0	
165		0	1	0	0	2		0	
166		2	1	4	2	2		1	
167		0	1	0	0	2		1	
168		1	1	1	0	0		0	
169		1	1	1	1	2		1	
170		2	0	0	0	1		0	
171		2	0	2	0	2		0	
172		2	0	0	0	1		1	
173		0	0	1	2	2		1	
174		0	0	1	0	2		1	
175		2	1	0	0	0		1	
176		2	1	0	0	1		0	
177		2	1	0	0	2		0	
178		2	1	0	0	2		0	
179		0	1	0	1	2		0	
180		2	0	1	0	0		1	
181		2	1	0	0	2		0	
182		1	1	0	0	2		0	
183		2	1	0	0	2		0	
184		2	1	1	0	2		0	
185		0	1	0	0	2		1	
186		2	1	0	0	2		0	
187		2	1	0	0	1		0	
188		1	0	2	1	2		1	
189		1	1	1	0	2		0	
190		2	1	0	0	2		0	
191		1	0	1	1	2		1	
192		1	1	1	0	2		0	
193		0	0	0	1	2		1	
194		2	1	0	0	1		0	
195		0	1	0	1	0		1	
196		0	0	1	0	2		1	
197		1	0	1	2	2		1	
198		2	1	0	0	0		0	
199		2	1	0	0	2		0	
200		2	1	0	0	2		0	
201		2	1	0	0	2		0	
202		1	0	0	0	2		1	
203		0	1	0	0	0		1	
204		2	1	0	0	1		0	
205		2	1	1	1	0		0	
206		0	1	1	1	0		1	
207		2	1	1	1	2		0	
208		2	1	0	0	2		0	
209		2	0	1	0	1		1	
210		0	1	0	0	2		0	
211		1	0	1	2	0		1	
212		0	1	1	0	2		0	
213		0	0	1	0	2		1	
214		2	0	3	1	2		0	
215		2	1	0	0	1		0	
216		2	0	0	0	2		1	
217		2	1	2	0	2		0	
218		2	1	0	2	2		0	
219		2	0	0	0	2		0	
220		2	0	1	0	1		1	
221		2	1	0	0	2		0	
222		2	1	0	0	2		0	
